26.5,6.74,3.14,5.07,0.48,1.16,0.35,0.013
26.5,6.6,4.08,5.77,0.4,1.6,0.5,0.0071
28.0,6.71,3.51,2.1,0.72,1.33,0.5,0.015
28.5,6.7,3.03,7.39,0.8,1.38,0.3,0.019
27.5,6.67,4.71,9.47,0.64,1.4,0.35,0.018
24.5,7.05,2.8,5.04,0.96,1.33,0.85,0.012
20.0,6.68,3.62,6.28,0.8,1.22,0.85,0.012
12.7,7.06,4.78,7.95,0.8,1.34,0.65,0.0092
15.2,6.82,6.34,8.12,0.64,2.09,0.7,0.011
16.4,6.91,4.11,7.18,0.8,1.83,0.65,0.01
16.8,7.03,4.45,7.89,0.8,2.26,0.75,0.0094
22.4,6.92,3.78,6.61,0.96,1.8,0.75,0.016
23.5,6.9,3.08,6.88,0.64,1.31,0.65,0.019
27.8,6.65,4.95,8.55,0.64,2.34,0.7,0.017
28.8,7.0,4.9,8.97,0.56,3.05,0.8,0.024
26.1,6.6,3.73,7.74,1.36,1.21,0.75,0.027
26.3,6.68,2.64,5.93,0.64,0.73,0.7,0.017
24.0,6.96,2.65,6.08,1.6,0.81,0.7,0.016
20.3,6.94,3.56,7.07,0.56,1.17,0.7,0.015
18.1,6.84,10.66,14.82,0.72,1.52,0.7,0.011
12.4,7.06,22.54,33.67,0.56,1.55,0.7,0.0093
14.4,6.9,3.86,6.93,1.6,1.6,0.75,0.0082
19.6,6.66,3.52,6.95,0.8,1.36,0.8,0.01
20.6,6.86,3.93,6.52,0.8,1.27,0.7,0.015
23.7,6.77,2.38,5.46,0.64,0.7,0.8,0.018
26.4,6.88,2.47,6.72,0.72,0.8,0.8,0.018
26.5,6.91,2.81,6.67,0.88,0.7,0.75,0.018
26.8,6.63,2.29,5.64,0.96,0.59,0.8,0.0177
24.1,6.73,2.04,5.95,1.2,0.69,0.8,0.0203
22.3,6.77,2.15,5.58,0.64,0.56,0.8,0.0152
17.8,7.03,1.99,5.35,1.2,0.66,0.8,0.0132
15.3,6.99,2.77,5.98,2.08,0.85,0.7,0.0072
13.8,7.02,2.68,5.94,1.68,0.98,0.6,0.0057
14.5,6.86,2.9,6.04,0.85,1.22,0.65,0.0064
21.5,6.69,4.53,5.83,0.96,1.28,0.7,0.0146
25.2,6.55,3.3,5.93,0.8,1.14,0.7,0.0122
24.0,6.61,7.31,5.73,1.2,1.04,0.7,0.0196
26.8,6.58,4.66,9.92,0.96,1.26,0.7,0.0148
23.9,6.72,3.03,6.44,1.2,0.89,0.7,0.0138
23.2,6.74,3.4,7.18,1.2,0.98,0.7,0.0136
21.3,6.6,3.15,6.47,1.6,0.89,0.65,0.0108
20.3,6.87,3.56,6.52,0.16,1.06,0.7,0.0094
17.7,6.91,3.61,7.04,0.56,1.2,0.6,0.0078
11.6,6.7,4.48,8.31,0.48,0.95,0.65,0.0036
14.7,6.69,6.2,6.36,0.4,1.23,0.65,0.0085
20.2,6.81,3.54,6.54,0.48,1.19,0.6,0.0136
24.0,6.63,3.21,6.12,0.32,1.06,0.7,0.0064
26.7,6.69,3.03,5.68,0.96,0.9,0.65,0.0162
26.3,6.69,2.83,6.31,0.4,0.96,0.7,0.0112
25.2,6.58,2.36,5.4,0.64,0.78,0.65,0.0166
24.6,6.7,2.06,4.43,0.88,0.55,0.65,0.0169
23.1,6.57,2.03,4.26,0.72,0.54,0.65,0.0113
20.1,6.85,2.46,5.27,0.4,0.71,0.65,0.0112
18.1,6.82,2.26,5.33,0.48,0.86,0.65,0.01
18.0,6.82,3.0,6.05,0.32,1.03,0.6,0.0077
15.1,7.02,3.01,5.19,0.48,1.07,0.65,0.0069
15.1,7.0,2.27,4.56,0.64,0.77,0.65,0.0065
20.7,6.7,2.53,4.69,0.8,0.8,0.65,0.0095
23.1,6.88,2.44,4.84,0.64,0.83,0.6,0.0144
25.1,6.64,3.18,6.28,0.64,0.937,0.6,0.0112
25.5,6.95,2.13,4.78,0.8,0.632,0.6,0.0121
25.8,6.74,1.86,5.34,0.64,0.529,0.6,0.0135
26.2,6.8,1.61,4.07,0.4,0.408,0.6,0.0106
25.9,7.05,2.51,5.68,1.52,0.388,0.65,0.013
22.8,6.98,2.68,5.54,0.64,0.498,0.65,0.011
17.5,6.93,2.58,5.69,0.48,0.628,0.65,0.0094
17.8,6.94,7.89,14.0,0.48,1.11,0.55,0.0074
12.3,7.02,16.9,25.6,0.56,0.68,0.65,0.0067
16.9,7.04,4.75,5.7,0.72,0.812,0.5,0.0058
21.7,6.73,5.0,7.91,0.64,1.05,0.5,0.0368
22.9,6.8,5.38,6.98,0.64,0.822,0.45,0.0148
22.1,6.67,5.64,10.1,1.03,0.801,0.65,0.0237
28.4,6.84,2.7,5.65,1.11,0.857,0.65,0.0175
26.7,6.77,2.85,6.22,0.8,0.612,0.85,0.0158
22.9,6.9,2.46,4.84,0.72,0.477,0.85,0.0106
23.3,6.96,19.5,14.0,0.96,1.34,0.85,0.0025
22.6,6.89,16.9,12.5,0.8,1.6,0.85,0.001
14.8,6.91,18.1,15.1,0.88,2.06,0.85,0.0012
16.0,7.12,3.66,6.69,0.96,0.715,0.7,0.0062
17.6,7.06,5.85,14.4,0.64,0.826,0.85,0.005
20.3,7.01,11.8,7.41,0.72,1.48,0.8,0.0064
20.3,6.88,2.47,4.4,0.32,0.492,0.6,0.0082
25.2,6.84,2.28,5.88,0.8,0.551,0.8,0.014
26.3,6.88,2.17,4.81,0.56,0.465,0.85,0.0129
26.3,6.52,2.11,4.96,0.72,0.335,0.8,0.0139
23.9,6.96,2.23,5.42,0.48,0.596,0.85,0.0077
24.4,7.14,2.43,5.68,0.88,0.459,0.85,0.0107
22.0,7.32,4.99,8.92,0.8,0.573,0.85,0.0108
16.4,7.22,2.66,5.21,0.64,0.519,0.85,0.0071
19.2,7.28,4.64,6.73,0.8,0.745,0.75,0.0073
19.7,7.48,11.1,9.44,0.98,1.37,0.85,0.012
17.3,7.08,3.82,6.56,0.72,0.969,0.85,0.0146
16.4,6.86,3.66,6.72,0.85,1.01,0.7,0.0125
23.2,7.26,5.86,7.27,0.8,0.738,0.85,0.0137
25.5,6.62,6.52,5.83,0.4,1.25,0.55,0.0092
24.5,6.67,9.34,6.47,0.36,1.8,0.6,0.015
27.5,6.67,6.38,6.48,0.72,1.67,0.5,0.013
29.0,6.71,9.1,8.14,1.04,1.75,0.3,0.016
27.5,6.65,13.58,11.57,0.96,2.31,0.4,0.013
20.5,7.02,10.9,7.63,1.2,1.58,0.8,0.016
17.5,6.67,14.51,9.14,1.2,2.15,0.85,0.0062
12.6,6.92,11.93,7.81,1.12,1.88,0.6,0.0022
15.3,6.77,17.68,10.03,0.8,2.48,0.8,0.0012
16.5,6.72,10.91,9.71,0.96,2.24,0.8,0.003
17.3,6.76,11.46,8.86,0.8,2.18,0.8,0.0025
22.9,6.68,11.07,8.26,0.8,2.31,0.8,0.0062
23.5,6.77,9.21,7.98,0.56,1.79,0.7,0.0081
28.2,6.76,11.94,9.72,0.64,2.88,0.8,0.014
28.6,6.89,13.45,11.33,0.8,3.73,0.8,0.024
26.7,6.67,16.77,11.1,1.44,1.99,0.8,0.013
27.7,6.81,12.06,8.16,0.8,1.24,0.8,0.014
23.9,6.92,15.71,11.58,1.68,1.93,0.85,0.0091
20.2,6.9,20.67,13.36,0.8,2.8,0.85,0.0061
17.7,6.8,21.39,12.29,1.04,2.81,0.6,0.00067
11.7,6.9,43.18,47.96,0.8,3.11,0.55,0.0029
14.7,6.75,15.33,9.51,1.12,2.9,0.6,0.0037
19.4,6.85,11.34,7.2,1.28,1.78,0.6,0.0013
21.0,6.71,10.29,7.18,0.72,1.79,0.6,0.009
23.7,6.74,6.59,5.08,3.2,1.07,0.65,0.018
26.7,6.75,6.95,5.66,1.6,1.14,0.6,0.014
26.8,6.76,11.29,13.14,1.2,1.35,0.6,0.021
27.0,6.58,7.53,6.47,0.8,1.06,0.6,0.0161
24.8,6.8,9.83,7.55,1.12,1.16,0.6,0.0153
22.3,6.85,11.53,9.49,1.04,1.24,0.65,0.0124
17.7,6.94,16.4,10.69,0.88,1.83,0.6,0.0106
15.0,6.89,17.11,10.82,0.88,1.79,0.55,0.005
18.7,6.56,11.87,7.66,1.2,1.91,0.6,0.0049
21.7,6.67,13.47,7.25,1.2,1.82,0.6,0.0086
25.5,6.62,9.8,5.8,0.64,1.32,0.6,0.0109
24.5,6.55,7.62,6.53,0.96,1.18,0.6,0.0114
27.1,6.75,12.66,12.45,0.88,2.12,0.6,0.0093
24.0,6.73,11.36,8.48,1.44,1.8,0.65,0.0148
23.2,6.7,12.33,9.42,1.04,1.82,0.6,0.0148
21.4,6.6,12.83,10.47,1.52,1.63,0.6,0.0083
20.3,6.7,9.97,8.78,0.16,1.47,0.6,0.0079
17.7,6.77,10.45,10.4,0.48,1.49,0.7,0.0031
11.5,6.68,10.58,7.35,0.64,1.46,0.6,0.0013
14.0,6.66,10.07,6.82,0.4,1.54,0.6,0.0012
20.1,6.78,9.85,6.91,0.8,1.66,0.6,0.0033
23.8,6.65,7.89,7.45,0.56,1.47,0.6,0.0049
26.8,6.6,6.14,6.02,0.32,1.17,0.6,0.0157
26.6,6.93,6.7,6.47,0.32,1.41,0.6,0.0091
25.9,6.7,7.3,7.47,0.4,1.36,0.6,0.016
24.6,6.76,8.96,7.05,0.8,1.23,0.6,0.0151
23.5,6.56,8.02,6.85,1.28,1.31,0.65,0.0107
20.4,6.77,12.15,10.24,0.56,1.53,0.65,0.0091
18.4,6.67,8.72,7.21,0.56,1.7,0.65,0.0075
18.0,6.75,12.36,8.79,0.4,1.93,0.6,0.0059
15.1,6.93,15.6,7.21,0.64,1.92,0.6,0.0015
15.7,6.93,9.42,7.11,0.8,1.67,0.6,0.0025
21.3,6.62,10.22,6.3,0.8,1.4,0.6,0.0036
22.9,6.8,9.0,6.41,0.96,1.46,0.6,0.0109
25.6,6.77,12.4,7.97,0.8,1.29,0.6,0.0102
24.8,6.54,4.81,5.2,0.8,0.952,0.6,0.0119
25.8,6.76,9.12,7.76,0.64,1.11,0.6,0.0208
26.1,7.0,8.17,7.67,0.64,0.887,0.55,0.0159
26.1,6.93,15.6,11.5,0.56,1.04,0.6,0.0159
23.1,6.78,16.4,12.8,0.56,1.33,0.6,0.0154
18.2,6.96,31.2,27.8,0.64,1.5,0.7,0.0121
18.1,6.92,35.6,21.7,0.88,2.33,0.7,0.0082
12.2,6.92,27.8,16.4,0.8,1.55,0.5,0.0037
17.7,6.93,23.5,13.9,1.12,1.82,0.7,0.0053
21.1,6.69,26.8,19.2,1.12,2.64,0.7,0.0223
23.0,6.71,19.4,10.5,0.8,1.77,0.55,0.0095
22.7,6.73,25.8,10.4,1.19,1.43,0.6,0.0146
28.4,6.78,9.46,7.16,1.15,1.3,0.65,0.0151
26.7,6.95,11.9,8.23,1.04,1.02,0.6,0.0175
25.4,7.04,17.3,9.47,1.43,1.0,0.6,0.0139
23.6,6.94,14.6,9.54,0.96,1.19,0.6,0.0103
23.5,6.96,15.5,8.98,0.72,1.14,0.6,0.0078
22.5,6.95,14.8,9.39,0.88,1.35,0.6,0.0089
14.9,6.99,15.6,9.68,0.64,1.44,0.6,0.0047
16.0,7.0,20.2,9.96,0.64,1.6,0.65,0.0044
17.3,6.87,10.9,7.14,0.96,1.37,0.65,0.0027
20.2,6.85,11.1,6.52,0.88,1.56,0.6,0.005
19.1,6.78,9.52,5.86,0.56,1.01,0.6,0.0082
25.2,6.7,6.0,6.42,1.11,0.903,0.6,0.0075
26.5,6.97,5.34,5.14,0.64,0.785,0.6,0.0141
26.1,6.52,7.05,5.97,0.56,0.729,0.6,0.0154
23.6,7.02,9.9,7.02,0.48,0.917,0.6,0.019
24.8,7.24,12.6,8.21,0.8,0.772,0.6,0.0097
22.1,7.22,18.1,12.3,0.4,1.08,0.65,0.018
17.7,7.4,23.3,11.2,0.8,1.26,0.6,0.0088
19.9,7.19,26.5,13.6,0.72,1.4,0.6,0.0074
19.9,7.2,21.9,14.2,1.14,1.54,0.75,0.0106
17.4,7.26,11.6,11.3,1.04,1.4,0.75,0.0084
17.1,7.0,27.3,32.1,0.62,1.63,0.75,0.0059
24.4,7.06,11.9,8.69,1.27,1.22,0.65,0.0066
21.8,6.88,14.3,12.6,0.88,0.902,0.75,0.0079
25.3,6.87,8.67,6.94,0.88,1.09,0.7,0.0158
15.1,7.32,29.6,15.4,0.96,1.36,0.7,0.00495
17.0,7.16,38.2,17.2,0.72,1.81,0.75,0.0118
16.0,6.96,32.9,16.4,0.88,1.56,0.75,0.00395
21.1,7.23,24.1,16.6,0.88,1.8,0.65,0.00833
24.1,7.22,30.0,15.6,1.27,1.51,0.65,0.0374
23.8,7.12,7.56,7.22,0.96,1.15,0.65,0.0181
25.0,7.0,12.9,9.48,0.64,0.945,0.7,0.0172
27.0,7.16,31.0,38.2,0.88,1.18,0.65,0.0275
23.8,7.06,16.1,14.6,0.8,0.475,0.7,0.0186
20.1,6.83,23.1,14.4,0.8,0.933,0.65,0.0251
18.0,7.22,26.6,16.0,0.96,1.06,0.65,0.0184
16.8,7.1,31.4,20.9,0.8,1.22,0.65,0.0084
15.4,6.93,27.5,15.5,0.96,1.56,0.6,0.00414
15.1,7.0,13.3,9.7,0.8,1.2,0.65,0.00297
22.5,6.9,10.7,8.59,0.8,1.14,0.6,0.00471
22.7,6.88,11.3,8.33,0.88,1.22,0.6,0.0332
21.5,7.14,6.4,7.12,0.8,0.72,0.8,0.011
27.0,7.16,9.1,7.25,0.64,0.629,0.8,0.0184
27.1,7.17,11.0,9.76,0.8,0.623,0.8,0.0172
27.4,7.37,18.7,16.0,0.72,1.05,0.8,0.0313
24.6,7.21,18.5,13.7,0.88,0.782,0.8,0.018
21.7,7.05,29.8,16.5,0.72,1.36,0.8,0.00732
17.5,6.95,33.0,14.3,0.96,1.23,0.85,0.00445
24.5,6.88,7.34,5.23,0.48,1.48,0.4,0.0064
25.5,6.75,9.29,5.6,0.4,1.86,0.4,0.0067
28.5,6.62,6.99,6.33,0.64,2.03,0.6,0.0057
28.5,6.75,9.09,8.18,0.8,1.99,0.35,0.0096
27.5,6.69,13.58,10.4,0.8,2.6,0.9,0.011
20.5,6.97,11.72,11.7,1.12,1.78,0.85,0.0098
18.0,6.67,15.9,8.18,1.12,2.45,0.85,0.008
12.9,6.79,11.91,7.51,0.88,2.18,0.85,0.0039
15.7,6.74,16.93,10.03,0.64,2.87,0.8,0.0057
17.5,6.76,10.96,8.71,0.96,2.62,0.75,0.0049
17.8,6.67,12.95,9.04,0.72,2.72,0.75,0.0072
23.4,6.7,11.94,8.08,0.64,2.72,0.85,0.0087
24.0,6.7,8.78,6.95,0.88,1.84,0.5,0.011
30.3,6.8,11.6,8.49,0.96,2.92,0.85,0.012
30.0,7.03,13.32,10.64,0.72,3.49,0.75,0.015
27.2,6.69,14.07,9.21,1.12,1.92,0.85,0.016
29.9,6.87,19.43,68.45,0.8,1.41,0.7,0.0015
20.3,6.94,21.43,22.25,0.88,2.55,0.75,0.0054
18.3,6.79,23.93,15.97,0.8,2.87,0.6,0.0043
12.1,6.86,22.06,15.64,0.96,3.12,0.5,0.0048
14.3,6.74,17.05,17.93,1.2,2.87,0.45,0.0016
20.3,6.53,11.67,8.45,1.12,2.0,0.6,0.0039
20.4,6.57,13.38,10.49,0.8,2.12,0.6,0.0079
24.2,6.65,6.63,5.96,1.12,1.15,0.6,0.0099
28.6,6.63,7.1,7.31,2.8,1.24,0.65,0.0087
28.9,6.68,8.42,8.76,0.88,1.49,0.6,0.021
30.4,6.68,7.44,6.44,0.8,1.21,0.55,0.0117
28.7,6.84,10.26,9.67,0.56,1.18,0.65,0.0145
22.3,6.8,12.8,22.67,1.28,1.15,0.65,0.0003
18.1,6.87,16.79,15.85,1.28,1.96,0.65,0.0109
14.3,6.91,24.14,66.34,1.36,2.31,0.55,0.0014
13.7,6.91,23.92,19.88,0.96,2.44,0.55,0.0039
13.7,6.8,21.52,13.94,0.77,2.62,0.55,0.0071
18.5,6.79,16.09,16.17,1.04,2.01,0.55,0.0082
21.6,6.68,14.34,9.27,0.88,2.02,0.65,0.0094
25.9,6.51,10.21,6.02,0.64,1.38,0.55,0.0101
24.8,6.51,2.6,5.61,0.96,0.71,0.55,0.0109
27.4,6.57,32.88,40.45,0.96,2.08,0.55,0.0147
25.2,6.65,12.58,10.27,1.68,2.25,0.6,0.0083
23.4,6.73,14.05,10.71,1.36,1.99,0.6,0.0058
21.7,6.68,12.63,11.42,1.44,1.79,0.6,0.0093
20.8,6.6,8.67,8.52,0.4,1.58,0.5,0.0075
11.1,6.71,11.71,7.77,0.8,1.52,0.6,0.0014
15.0,6.64,6.51,6.8,0.48,1.39,0.8,0.0021
21.1,6.64,9.78,7.44,0.96,1.73,0.6,0.0058
24.1,6.57,8.64,7.6,0.64,1.57,0.6,0.0036
26.5,6.67,6.32,6.12,0.64,1.23,0.6,0.0062
27.1,6.65,7.77,8.07,0.4,1.35,0.65,0.018
24.9,6.8,8.79,7.01,0.72,1.18,0.55,0.0164
22.7,6.63,9.0,7.51,0.64,1.41,0.6,0.0096
20.2,6.76,10.09,7.64,0.56,1.51,0.6,0.0119
18.6,6.75,9.71,8.2,0.72,1.9,0.6,0.0073
18.9,6.76,11.76,10.73,0.64,2.01,0.6,0.0044
15.2,6.84,16.22,9.67,0.64,2.08,0.6,0.0062
15.8,6.91,10.04,11.53,0.32,1.69,0.5,0.0044
20.8,6.6,10.02,7.09,0.72,1.56,0.51,0.0033
23.5,6.74,9.59,7.41,0.8,1.64,0.6,0.0083
26.0,6.72,12.4,8.86,0.4,1.37,0.6,0.0125
23.1,6.58,5.21,6.15,1.72,1.07,0.55,0.0111
26.0,6.72,8.78,8.31,0.88,1.25,0.6,0.0144
26.1,6.88,8.14,7.75,0.72,0.825,0.6,0.0154
26.6,6.87,21.6,29.1,0.56,1.4,0.55,0.0092
22.8,6.85,27.1,91.1,0.48,1.21,0.5,0.0018
12.0,7.06,48.0,137.0,0.8,2.0,0.5,0.0005
17.0,6.82,33.8,106.0,0.88,1.96,0.5,0.0013
20.7,6.68,25.3,21.3,0.72,1.79,0.6,0.0521
22.3,6.91,29.9,44.6,0.8,1.67,0.6,0.0125
22.8,6.8,13.1,22.9,0.88,1.44,0.55,0.0114
28.5,6.93,12.4,9.82,0.96,1.53,0.6,0.019
26.1,6.95,12.5,16.9,0.96,1.29,0.65,0.0219
25.4,6.99,14.8,10.1,1.11,0.906,0.5,0.0227
23.8,7.0,20.4,51.7,0.88,1.02,0.65,0.0043
23.5,6.96,15.4,13.1,0.72,1.08,0.65,0.0113
22.6,7.04,18.0,15.7,0.64,1.38,0.6,0.012
14.9,6.98,16.7,15.1,0.64,1.47,0.5,0.0075
15.6,7.08,26.4,66.8,0.4,1.51,0.65,0.0025
17.2,6.92,10.2,7.25,1.11,1.21,0.5,0.0027
20.8,6.89,13.4,6.97,0.8,1.49,0.5,0.0072
19.0,6.79,9.46,6.92,0.56,1.01,0.55,0.0129
25.2,6.71,6.22,5.91,0.88,0.952,0.55,0.0067
26.3,6.87,5.94,6.16,0.48,0.792,0.6,0.0066
26.5,6.67,7.07,6.64,0.64,1.19,0.6,0.0115
23.9,7.01,10.2,16.4,0.56,0.892,0.5,0.012
24.0,7.43,15.4,15.5,0.64,0.666,0.55,0.0146
22.1,7.45,34.3,175.0,0.72,0.989,0.6,0.0012
16.1,7.11,42.4,162.0,0.88,1.4,0.75,0.0007
19.5,7.27,40.1,99.9,1.03,1.76,0.6,0.0016
19.5,7.5,25.8,23.7,1.14,1.63,0.8,0.0069
17.4,7.03,13.0,10.5,0.8,1.4,0.8,0.0067
16.2,6.91,14.4,15.7,0.85,1.72,0.65,0.0064
23.6,7.18,13.0,10.7,0.96,1.32,0.7,0.0063
22.9,6.88,8.2,8.12,0.88,0.918,0.7,0.0052
25.1,7.12,8.58,7.09,0.72,0.974,0.75,0.0257
16.7,7.05,47.7,94.9,0.72,1.85,0.75,0.00855
23.9,7.19,28.9,15.6,1.19,1.48,0.7,0.0263
23.4,7.08,7.91,7.36,1.11,1.14,0.7,0.0098
25.0,7.0,12.1,10.7,0.88,0.792,0.7,0.0101
26.5,7.4,15.0,12.0,0.4,0.973,0.65,0.0308
19.9,6.93,34.9,146.0,0.8,0.943,0.65,0.00124
17.7,6.9,26.6,22.8,0.96,1.08,0.6,0.00657
14.9,6.89,25.8,15.0,0.96,1.54,0.65,0.00441
22.4,6.95,10.7,8.07,0.88,1.06,0.6,0.00719
22.0,6.93,11.0,8.07,1.04,1.24,0.6,0.0305
21.4,6.82,6.34,8.45,0.88,0.757,0.65,0.0117
26.5,7.3,8.1,5.74,0.88,0.623,0.65,0.0168
25.9,7.25,11.5,9.69,0.72,0.601,0.65,0.0224
26.8,7.33,24.5,77.0,0.96,1.06,0.65,0.00401
23.7,7.2,19.0,17.0,0.72,0.965,0.6,0.00359
20.8,7.32,39.9,130.0,0.64,1.12,0.65,0.00078
17.2,7.14,33.6,15.3,0.56,1.22,0.65,0.00208
